Header,Rating,Review,Product
they work as expect and i like the product,4.0,the app that the suggest doesn t work with home i use a differ app and got the switch to work they work as expect and i like the product might buy more of these hold up,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
great smart plug,5.0,great smart plug you can connect mobil phone and smart devic you go out to work to control the home of the lamp loft exhaust fan veri good product,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
good valu,5.0,to use pair is smooth app is user and work as expect use it to control floor lamp neat,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
thi socket is veri to use,5.0,bought a pre instal see with three load cheaper to buy thi socket is veri to use veri,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
but veri pleas neat product,5.0,just have these a of week but veri pleas neat product well thought out to use great app and work with home,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
work great,5.0,work great i use it to control my light when i am in bed,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
veri use,5.0,i have an echo dot at home it can connect to alexa you can plug a night light in thi smart plug and just set up i wa tri to turn off the light just say that it did good job on side it ha a use plug love it,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
five star,5.0,great smart socket work strong to connect the use of veri control all the power at home save veri environment,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
great product buy more,5.0,great product work and had clear and instruct to the alexa and work time i love the usb plug on it as well,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
the plug are cool and but the ap and that s need,3.0,the plug are cool and but the ap and that s need to run it is to use,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
thi wi fi socket is veri at night i,5.0,thi wi fi socket is veri at night i do not need to stand up and turn off the light the phone on the app can control my home light,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
just brilliant,5.0,veri idea to add to your smart home network work super fast just as with home and alexa veri impress,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
great buy work as expect,5.0,great buy work as expect,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
five star,5.0,work and it s,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
home instruct,3.0,thought i would give it 3 star as els had i just got it today so hard to give it more but i want to share two thing first for home the includ instruct don t say but the print one here in amazon give the miss need inform and that is that you select smart life from the read the one in tini small print that is one of the of the devic use the hover to read it but the miss thing is to go into home and add the devic with the name smart life then you have to give them the email and password you use in set up their app so it when ad the second smart plug smart life no longer show up so i the connect by touch the smart life icon then ad it again i wa then abl to add both devic it would be nice if they said that in the instruct also the usb power is alway on it doe not switch,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
smart live,5.0,i m a big fan of smart live been use smart plug and i love the but i been veri annoy that smart plug is and depend how your outlet set up it might take up both of my outlet space so i to get the mini size one while brows for info about mini thi 3 pack deal come into my search and the price caught my eye thi smart plug cost less than 1 2 of the mini so i to give it a tri sinc tri to use thi kind of smart plug will know you will not just get one and just use the one so instead of spend over 100 for 3 so i went with it been use the plug for about 3 week they are and i found the oper of these plug are actual much easier than caus the wifi setup for is real pain for thi one you just need to follow the instruct have clear english instruct i is not download the app hook up wifi and they are good to go like it ha extra usb so i can my devic while use it about these plug are the plastic feel thin they do feel studi but thi doesn t effect the basic function of the plug,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
so far i love it,5.0,these plug were a dream to instal i don t use the phone app much except to instal them and use them with alexa on the phone app you need to instal the smart life app whether on io or android you also need to the smart life skill on alexa if you are use alexa to control the devic on the plug after that is is all self you don t need to read the tini print on the instruct i had tri the leviton decora smart wi fi plug in dimmer no hub work with amazon alexa assist that wa a pain in the neck from the get go that plug disconnect at least twice a day that when it did connect to alexa it took 1 2 for command to be implement also with the leviton plug you have to enter the wifi code for each plug instal i have return all of the leviton plug thi smart plug is a dream to instal onc you enter the wifi code you don t have to enter it again for plug instal alexa to command is i have not yet had a problem with the plug disconnect but will my review if i do so far i couldn t be happier with thi smart plug,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
control setup,5.0,bought thi for control my room lamp it work well i am abl to control my lamp on the earth as long as there is wireless connect on my one thing i like the most about thi devic to the other is that thi devic ha an extra usb plug which you can plug your in i think thi is a plu to the devic setup wa i instal io smart life on my phone and i am abl to add my plug devic into the app without ani good deal for a pack of three devic at a time recommend for just start to play smart devic at home,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
work but emit a high pitch,3.0,work well and the timer option from the smart life app wa veri nice i also like the option of have a usb connect on the side i use 2 out of the 3 and they both emit a high pitch when it is off and the red light is on it sound kind of the seller wa veri to work with they offer to send me without mail the origin back but i just don t feel it wa safe with the 2 3 of them did that fair the would do the same to return them and wa refund in full without ani,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
nice smart plug,5.0,i like the idea of smart plug i have one want it work great but the size is too big it took away two outlet space and it s a i look for with rectangular shape which won t block other outlet when plug in thi is the one i want a pack of three give me control on devic the app is to set up and control differ devic well my complaint is the print on the instruct manual is so tini basic the app need is call i just download from app store and follow the instruct in the app and it s to go no need to read the tini print,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
product and work great with alexa,5.0,after complet disgust with the devic i purchas work i tri the smart plug to make it to turn my lamp on off use my and my alexa echo dot they work great and were to use the app i download they have work sinc i didn t need the usb port where i have my lamp plug in but it may turn out to be they have work so i ll get some light switch from thi same,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
don t use the app,4.0,the instruct say to use the app but it wouldn t connect to my alexa echo dot the smart life app work just fine you don t need the other i love that i can on and off time and also tell alexa to turn them off and on,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
setup is veri and they work so far,5.0,bought these wi fi plug outlet to pair with amazon echo setup is veri and they work so far my lamp is not near my bed i m now abl to turn the the lamp on and off without get out of bed i just tell alexa to do it love that thi mini plug take up less space on my outlet it didn t block the outlet next to it i will after further use,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
take time but work,5.0,spent a good amount on it it turn out to be work nice which mean the pic in the instruct is somewhat miss lead the app name is not that chines it did not work for me at the begin sinc the devic is show some lesson learnt here although it may say not connect success the devis still show up in the app thi will not work while u tri to connect to the alexa when it is success link to the app alexa will work alexa will accept yr commend but do noth,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
smart plug,5.0,the 3 pack smart plug come in a box with 3 plug which you can keep all for yourself or give a few away as a present i use a smart plug to control my wifi bulb and connect the plug with my echo dot through alexa now the wifi is off when the is sleep i it is good for your health it s nice that the plug ha a usb port that can power one more equip at the same time,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
i had one smart plug for my floor lamp,5.0,i had one smart plug for my floor lamp but i need more for my night light and fan or other i bought thi set of plug they come with usb port and they work great i the time on the app so to oper,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
i love these if you have amazon echo or,5.0,i love these if you have amazon echo or home you can start turn your home into a smart home in about a they work great and liter take less than a to i have been use them for halloween light,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
thi is the first time i order the smart plug it is veri to use,5.0,thi is the first time i order the smart plug it is veri to use due to come with 3 unit i am go to use one of thi for tree i don t need to or off back and forth ani more,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
deal for 3,5.0,these smart plug work well with my echo dot i have basic tri all the common model i like thi one sinc it won t block the other outlet and it ha a usb plug on the side veri to my phone that way plu it s a good deal to get 3 at thi price,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
good,5.0,thi plug is built veri solid and veri well it work as the usb is rate at 2 1a which is to phone and tablet in quick mode,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
wifi smart plug in 3,5.0,wifi smart plug in 3 ez to connect to wifi after u connect it to wifi download the app the u can control it with ur fone super luv it,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
veri use set,5.0,veri use set after i download the app i can connect to all the smart plug i can control my light and devic from my phone to set up just plug in and set up accord to the instruct,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
return these,1.0,can t get these to work at all the app won t add them useless complet useless,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
fix my problem,5.0,purchas these plug to control the light in my front yard and backyard it is alway a big to control the light you have to go and turn on off the light but i m on my bed when the weather is cold and dark it is a big pain after i the wire to the light through these smart plug all of these are gone now i can control these light day and night on my bed at my will thi is pain killer for mt,"OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
lack of support,3.0,our wifi plug were veri to setup use one did not work i tri the s support link on their i also email them with no,"OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
perfect love be abl to light to come,5.0,perfect love be abl to light to come on wa to connect although had to move the outlet closer to my wifi to connect and then place it where i want will buy more if need,"OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
will buy more,5.0,i thought they would take some effort to set up but i wa wrong set up is veri with my echo dot and smart phone android it make life so right now and i can never go back to when i don t have them place order for more,"OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
five star,5.0,set up and i love that it work with alexa,"OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
five star,5.0,love them to use,"OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
and after a lot of some outlet just flake out after sever hour,1.0,app did noth could not come or connect outlet to wifi after 45 min i gave up review on play store all said the same thing as well that it doe not work i after the fact that there are app with the same name your instruct say to download the app call smart life of which there are three and i select the wrong one the one you want is actual call smart life smart live after get the correct app i wa abl to get the outlet set up but some of them are have where they stop respond after sever hour includ even the physic button on the devic press it doe noth the devic is frozen in the on or off state the way to get it to work again it to unplug and it after sever hour again same result i have tri reset the devic and re them no chang in result i have check the signal level to the devic moder strong as well i am out of idea for what is wrong so i will be return the outlet it kind of defeat the concept if i have to go around the hous to unplug thing to reset the outlet so i can control them with other devic,"OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
i love thi wifi smart socket,5.0,i love thi wifi smart socket i have use other wifi smart socket befor but what s nice about thi one is the design of it doe not take up two socket or make it difficult to plug els in while one is in use as you can see in my both of them fit in ani wall socket i m impress with the of these wall socket doe not feel cheap ha a nice feel to it period wa veri veri to hook up to the wifi network and to get it program to do my smart stuff i love the design of it it doe work with alexa if you re into home these wifi smart socket will get the job done,"OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
,5.0,i absolut love these they and along with a print busi card the instruct were as clear as day as to how to set the socket up it took me about 2 to set up with the app that wa just an account and set up to alexa it work with your smart phone at the tap of a button or with alexa app we have an amazon echo in our home it work with that as well make sure to name each socket differ to not yourself i ad a short clip of the echo pair with the outlet in action,"OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
excel wifi switch,5.0,these wifi switch are so to setup and if you unplug them you just plug them back up and work some that i ve tri that then to be reset the app smart life work great and is to setup these are small and compact thi is a great wifi switch get them you can set and even them for,"OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
good overal can still be improv,4.0,the is veri nice look as well as the plug itself the plug work as if instal it me to close the light in the bedroom with just one click on the phone i still forget about the app and will want to manual open close it with it own switch but i just can t just need to get use to it if control is you want that be said the pair stage could be annoy for me one of the plug work and suck i tri over 5 time with differ instruct from the still didn t work out if that s the case don t to contact them the product is good overal but can still be improv,"OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
good product,5.0,overal i m veri it s well made and not too big the manual is clear phone app is to use and is well with alexa so far i have tri use it to control my lamp on the night stand so i don t need to crawl out of bed to turn it on and off and it work great note that you can still manual switch thi outlet on and off just need to press on it green blue indic light on the side the other comment didn t know thi also as comment mention you need to download the app name smart life smart live from then on should be,"OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
wonder smart plug like the function veri much,5.0,i use much smart plug befor but thi is the best one i have it s veri to connect and work well with most no about my mother forget to turn off the air condition in her bedroom smart plug could match with veri well my light will turn on when we are back to home it also could turn on my air condition when the is low than what i stet down on there are more interest set i m tri one by one like it veri,"OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
they work great,5.0,i ve had mine for three day but so far they work great i wa look for a smart plug that wa which is not to find i ve test it with alexa and am just now start to test it with so far no complaint,"OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
so far so good with a few,3.0,11 17 i have start the wifi drop off other have mention my network is veri and none of my or devic have ani problem yet these plug frequent need unplug and plug back in befor be kind of defeat the of have a smart wireless plug will be reach out to the seller amazon to not interest in keep them if they don t work just and setup today they seem to be good so i don t need to revis for nice 2 plug for 30 is a great deal my other smart plug wa more than that for just one and the ad function it ha is energi track and monitor who care setup in app wa just make sure you download the correct one check the screenshot in the instruct provid to be sure and link in the alexa app wa a both were up and run in one thing that wa annoy is dure setup if you enter the wrong wifi password the app will not you it will still go through the sync process and then display but not tell you whi so if you re have connect check your type asid from that the app is great ha and time abil includ a random set which is great for use dure away from home you can also set up condit depend like turn on a light at and not have to about adjust the time throughout the year veri cool i t befor though about again short of one of them fail i see no reason whi i can t give 5 star,"OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
great smart wifi plug,5.0,great smart wifi plug just download an app from app store call smart life to set up to control my home light and other electron great price and great it come with 2 pack,"OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
30 for two is as good as a deal you can get,5.0,and straightforward it just work after a few step as instruct 30 for two is as good as a deal you can get i spent 39 99 for an appl home product befor and i regret it when i saw thi deal note that thi thing two socket width so if your socket are align it may block other socket but it work great,"OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
well with amazon echo and home,5.0,veri great built i like the materi the is also great it won t caus ani sudden current puls at all i set it up with home pain free on io in,"OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
the setup wa and straight forward,2.0,bought two 2 pack of the model w asin for my home in august the setup wa and straight forward in less than a week one stop work you could use the button to turn it on and off but that wa it contact seller and they offer me a code that if i bought one one wa free i agre and those around sept 8 2017 around nov 10 2017 the one for our live room wa turn itself off and on i switch that one with one we do not use veri much in the guest room now just today the one in our sun room ha done the same thing as the first one it will not connect i tri all list way of fix thi thing so the order of 4 one wa bad plu the 2 should have left me with 5 work as of today i have three that work the way they should one that turn on and off and one that just die 3 out of 6 is not a good in my book,"OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
one star,1.0,keep lose connect,"OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
it work great but direct are extra,4.0,product work great but the direct that come with it are pleas redo your direct they are complet thi doe connect to alexa direct to follow for those of you as as i wa light your direct includ in the product on fire and use these 1 download the smart life app 2 instal your plug on the app to do so you will your wifi i use the manual setup ap mode as magic wa a joke manual set up your plug accord to the instruct on the app to get to ap mode there is a button on the top right of the app that say ap click that and follow prompt but it work just like when you set up echo dot in that you have to set your phone to your wifi then to the devic wifi to it thi wa by far the easier set up 3 open alexa app go to smart home go to add skill search smart life click skill 4 still in alexa go to devic click devic your previous load plug or plug from smart life should add to alexa 5 you can now control devic should you want to control sever at onc alexa turn on live room light then creat a group within alexa and add the devic to that group eureka done,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
give 5 star but setup had work well after,5.0,it wa to connect it at first the app ha i got a connect error over and over until i switch to ap mode took at least 10 attempt made further by the fact that i have dual band wifi and use the the 2 mode that thi product use is veri congest but onc i got it go i wa impress with the power monitor it is and i test a lot of out of curios it wa abl to detect chang in energi to the tenth of a watt and by a set up alexa wa although the app didn t provid thi so i had to do it manual also would be nice if it support wifi and third parti interact like appl s smart home,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
fast time excel app and solid with home and echo win,5.0,the instruct are hard to follow but the thing is that the devic is super to set up on android use the kmc smart app in fact just toss the direct download the app and your way through it also it is to set up control with amazon echo use the kmc smart smart home skill but the easiest by far is set it up on home the trick there is that you use the smart life and the thing that i love the most about thi switch is how fast it is make the command or hit the button on your phone and it will turn the plug on or off within 1 second impress time now i can control the power to a devic i keep in a corner of the i am so happi,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
great switch,5.0,great plug it yesterday and wat a time for the to oper my halloween light while i am away trick o treat with my kid i have thi nice monster which i like to turn on and off for effect wa do that manual i got a but now with thi it will be a lot easier thi oper well i use an app call smart life which sync well with the switch so i have load the switch 3 outdoor light rope light net light for the bush thi switch is connect to the main and the box take in all the other connect and that way all the light oper by thi one switch,"KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
