Header,Rating,Review,Product
my first choice for smart light control,5.0,let me start by saying that i have a large number of smart device in my home all integrated through wink i have lighting controlled by a variety of mean including bulb and smart outlet on power strip this smart light switch by ge is by far the most reliable way to have smart light control for a quick comparison of the method i have used smart bulbs very convenient and work in any light fixture that the bulb fit into convenience is the biggest factor and they are relatively inexpensive if there are few bulb in the fixture however if you have fixture with more than 3 bulb smart switch become a more affordable option the downside to these in my experience seems to be that they are more annoying to set up le reliable and resetting can be very difficult if they aren t working properly if you don t get the on off pattern timing perfect they won t reset of the many smart bulb i put in a combo of cree connected and ge link i had multiple that required multiple reset and were not always responsive in addition the bulb always need power to work with smart control so if someone hit the light switch to turn them off you can t turn them back on with smart control like wink smartthings or amazon echo one last downside is that each bulb is triggered with it own command from the smart home management system so they come on in a wave one upside to these is adding smart control to a ceiling fan running off of only one wall switch with the ceiling fan you can put in smart bulb and use those to control the light without turning off the whole fan if you don t want to use the cord smart switch definitely my favorite method these are extremely reliable in comparison to other method only took me 1 try to get each of them connected to the hub and they have always responded since i set them up a few week ago i have never had to reset any of them in addition you can turn the light off at the switch and still have them work with your smart home configuration if you want to turn them back on the downside is the price a smart bulb are often found for 10 15 each so if you don t need more than 3 the switch is definitely more expensive in addition installation is a bit more complicated a you have to wire the switch into the wall whereas bulb can just be plugged in a usual smart power strips i have the pivot power genius it is a bit slow and somewhat unreliable it frequently turn off on it own it is very inexpensive now but just a reliable lighting control i don t recommend this method i can t compare to other smart outlet though in short this switch is great it is reliable relatively easy to install and not very expensive if you want smart control in a fixture with more than 3 bulb this is the way to go if you want smart control for fixture with le than 3 bulb and don t mind the extra cost this is the way to go eventually i plan on replacing a many smart bulb a possible with these smart switch because they are much more convenient to use and much more reliable i would highly recommend this smart switch because it work so well and is le expensive than competitor switch like leviton awesome product,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721"
just work,5.0,installed several of these and everything went smoothly they are wider than a standard toggle switch but still fit in all the panel i even have one triple switch panel and they fit side by side after installing them i flipped on the switch then went to the z wave controller and it automatically detected and added the device no having to mess with tamper switch like other z wave device which this doesn t have anyways i know some people were wondering about whether the neutral connection is required i do have the neutral wire and it wa necessary to connect the neutral before the switch worked so i cannot comment on if the neutral connection is required if you don t have the neutral wire,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721"
works with metal switch plate and plastic electrical box in my installation,5.0,i wa hesitant to install this in a 4 gang plastic switch box with a decorative metal switch plate i wa worried that the metal plate would interfere with the signal however it work perfectly probably because of the plastic box the switch is about 20 foot from the smart things hub on the next floor the response time is about 2 second using my smartphone out of range of my local wifi network using 4g phone network and instantaneous when the phone is connected to my local wifi now that i know this work so well i will be adding several more things to my system it would be a minor but nice improvement when adding device if the smart things app would pop up a message telling you to tap the device switch to sync instead of just showing it is searching for device a the rotating symbol spin around this is covered in the written instruction but it is easily overlooked,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721"
installed easy and work well,5.0,was a bit apprehensive about this a my first attempt to install a z wave light control the instruction were easy to follow but i ve basic understanding of electrical wiring and did some basic work at home previously the unit itself it much larger than a standard light switch make sure you have enough space to install this i had to move some wire around to make this fit but mainly due to the wiring work of the electrician who wired the house once installed setting it up wa not difficult my controller wa able to recognize it quickly and everything wa up and running in minute so nice to be able turn my light on off when i m not physically near the switch a little bit pricy though,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721"
with alexa you cannot go wrong,5.0,this we just installed vivint smart home security system and added an amazon echo and i love it all i have to do now is say alexa kitchen light on and bam it s on when i m done alexa kitchen light off and go about my mary little way may seem lazy right not when the builder of your home put the light switch to the kitchen down the hall and about the equivalent of two bedroom away from the edge of the kitchen who doe that now i dont have to run down the hall like zombie are chasing me to turn the kitchen light on when i m down for a midnight snack love it and plan to do my whole house a few at a time also with our vivint system and echo we do not need the base for this a it tie directly into vivint and alexa access the switch from there,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721"
good would be great with the inclusion of led indicator great way to automate home light,4.0,the reason i m giving this 4 5 star is that pricing should be cheaper being that there isn t much tech going into the add on switch not only that but i wish ge incorporated the led light onto the add on switch a well so you can easily locate the switch in a dark room but let s talk about why it did earn the 4 star first of all they were fairly simple to install paired easily with my samsung smartthings hub gen 2 and have been working reliably since i can also easily control the light through amazon s alexa enabled device but that s because of interoperability between alexa and samsung please be sure to check and make sure you have a neutral wire available before ordering this switch or it s counterpart also i m not an electrician by any mean but am a self taught handyman and i believe almost anyone can install this light with the help of google,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721"
it worked like a charm,4.0,i bought this a my first z wave light switch to test it out i have a homeseer setup with a aeotec z stick for the software and controller hardware first the installation process in summary the switch feel very solid and well made instructions are very simple and do not explain everything you need to know i will buy more now that i know what to do this took me more than a little while to do because the instruction were not very clear the diagram indicates you only have to connect the hot and line wire to light it show the ground and neutral a optional i connected the ground but not the neutral after trying everything i could think of i finally gave up and called tech support the tech informed me that i had to connect the neutral switch for it to work he explained that i needed to take the little white wire included with the box and connect it to the bundle of white wire in the box not explained in the instruction after that it worked like a charm the instruction also don t explain how to initiate pairing the tech told me to turn the power on and then back off to initiate pairing it worked on the first try with my z stick,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721"
often the gang box isn t deep enough to hold all the wire easily and requires some force to get everything in place,4.0,very difficult to fit into multigang box often the gang box isn t deep enough to hold all the wire easily and requires some force to get everything in place if there wa a way to make these smaller so they fit into normal gang box easier that would be a major improvement with this device functionally they work perfectly i wa able to get smartthings to control this device very easily upon applying power and even get amazon alexa to control it a well i would like to put more of these in my house but the difficulty of installation ha made me double think that,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721"
pool light application conversion and alexa integration,4.0,ihave had this installed for about two week now took a while to convert everything from incandescent to led and then to this switch didn t realize at first i needed neutral wire had to run a neutral line to box i used this outside for my pool light on my swimming pool remains to be seen if this can hold up in the phoenix az summer and not fail i think it said rated to 104 degree f definitely get a lot hotter in the summer plus this switch is enclosed in a metal junction box i never thought the z wave function would transmit in this metal enclosure but it doe i also interfaced it with alexa and samsung smarthings all work well except the dimming function is not accurate percentage of dimming on the app doe not correlate well perhaps related to the type of led bulb i have in my pool now when i want pool light on i just say alexa pool light on or off pretty cool i have a spa light and also waterfall that are now potential for home automation this home automation stuff can go on and on definitely cool converting over incandescent bulb to led and then to automation definitely requires some electrical and mechanical skill on your part you are pushing the envelope and could not have done it without some forum like on amazon to answer question and multiple internet inquires to understand limitation and technicality but it is fun and keep my brain engaged,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721"
just want i wanted,5.0,they seem to be well manufactured and solid but do they work yes this product is exactly a described pay attention to the direction the direction are very clear i first purchased two ge 12723 add on switches with one ge z wave wireless lighting control dimmer switch in order to test them out before buying them for the entire house i ran several test first i connected the controller dimmer by itself with one incandescent light and one led light in a a two way configuration everything worked fine then i added one add on switch so now we have a three way configuration everything worked fine then i added the second add on switch now we have a four way configuration everything worked fine in other reading and review i heard that some dimmer have problem with low load on the line the dimmer would not turn on at all so i removed the incandescent light leaving only one 5 watt led light now you can t get much lower load than that happily the switch worked flawlessly that s it for the actual review but here is a little background in my last home ten year ago there were few option for automation at that time i did a lot of research and decided on lutron radio ra a proprietary system i have to say that system wa solid expensive but solid it never failed needless to say i wa very happy with it for over 5 year until i wanted to add to it then i discovered that lutron discontinued radio ra and replaced it with radio ra ii which wa not downward compatible so my only option were to replace everything in my house or buy used if i could find it i felt that lutron betrayed there original customer by not supporting the first version so on my new home i have decided to use an open architecture type system and i have decided on zwave now i can buy all of the component part from many company hub switch sensor everything and i am no longer dependent on a single proprietary company with open architecture you have more option more development more competition which all lead to more innovation and lower price today there are aspect of zwave product that need improvement but it s getting better every day and more and more company are getting on board if one company abandon zwave there are many more out there to choose from,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721"
my home just got smarter,4.0,as i slowly make my home smarter i needed something to control a ceiling light that ha four bulb my requirement were pretty simple i wanted it to fit in the same space a the existing switch and work with my smartthings hub and my amazon echos this switch fit the bill installation wa easy the switch i replaced didn t use a neutral wire which is required for this switch but the neutral wa in the box so i just hooked it up with the included white wire and i wa in business note i m not an electrician but this this really wa easy works great with all of my other smart home product i m now able to just say alexa turn on the bedroom light or set up the smartthings to turn the light on in the morning etc,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721"
love installing without a neutral,5.0,love love love being able to have a new switch available that doesn t require a neutral even though i have a brand new house there happened to be two switch that didn t have a neutral so now i m able to get the rest of my light and switch automated also before i switched out to my incandescence bulb the cfls flickered like crazy it s mentioned in the description of the product no cfls and no led light on this switch i assumed that to mean because of the fact there s always current running through the circuit and those type of bulb would never fully turn off cfls and leds do work with the ge switch that require neutral though,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721"
very nice feature we never have to worry about touching,5.0,i use this with the adt pulse system to control a light with a camera we have an outdoor camera that over look a certain door at our house normally we leave the light off because no one is ever out there however i wa able to program this successfully to turn on only at night when that camera detects motion it work very quickly in fact i approached it from several different angle and each time the light turned on in enough time to get full hd color shot of the person around the door window the camera over look once the camera go 15 min without detecting motion it turn the light back off very nice feature we never have to worry about touching the light switch either a i wa working on the house and motion feature tied in to adt kept the light on until i left we also never worry about leaving the light on installation wa easy but some note 1 you must have 3 wire minimum to use this in the switch box line hot load black to light neutral 2 if your switch is in line with the light and the neutral go from the light back to the breaker box and not to the switch you cant use this the z wave need to stay powered if your neutral line from your light go back to the switch you can use this so if you only have a black wire in to the switch and black wire away from the switch but no neutral wire in the switch you will have to either add a neutral or you cant use it 3 easy to install if you know what your doing i had this installed and up and running in le than 10 minute from receiving the package opening it to having it up and working,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721"
primary add on work great but maybe not with fluorescent,5.0,i got the primary and the add on switch to replace a 3 way fluorescent kitchen light a 3 way is used where two switch control one light all wa wonderful for about an hour or so then the add on switch would not turn on the light and it would turn it off by pressing either the top or the bottom button rather than just the bottom i turned off the power at the main panel to reset the switch and all wa well again for about an hour or so i called tech support the first question she asked wa what kind of light i had connected she said it would work with cfl bulb but possibly not all fluorescent or maybe i had a bad switch and should replace them she suggested i try these switch on other light first well we have wanted to put led bulb in the kitchen anyway so i opted to replace the fluorescent bulb with led bulb and bypass the ballast when i did this the switch still did not work correctly i didn t actually know at this point if the switch were bad originally or if the ballast in the fluorescent fixture had damaged the switch the tech support person did not know either amazon replaced the switch and now all is well i love them they work with wink and they work with the amazon echo my original 3 way had three wire black white red in the primary switch i made the black the line the white the load and the red the traveler of course you also connect the white wire included with the switch to the neutral the add on switch only allows two connection the included white wire for the neutral and the traveler which in my case wa red since the add on switch doe not connect to 120v power i used a wire nut not included to join the black and white together,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721"
primary add on work great but maybe not with fluorescent,5.0,i got the primary and the add on switch to replace a 3 way fluorescent kitchen light a 3 way is used where two switch control one light all wa wonderful for about an hour or so then the add on switch would not turn on the light and it would turn it off by pressing either the top or the bottom button rather than just the bottom i turned off the power at the main panel to reset the switch and all wa well again for about an hour or so i called tech support the first question she asked wa what kind of light i had connected she said it would work with cfl bulb but possibly not all fluorescent or maybe i had a bad switch and should replace them she suggested i try these switch on other light first well we have wanted to put led bulb in the kitchen anyway so i opted to replace the fluorescent bulb with led bulb and bypass the ballast when i did this the switch still did not work correctly i didn t actually know at this point if the switch were bad originally or if the ballast in the fluorescent fixture had damaged the switch the tech support person did not know either amazon replaced the switch and now all is well i love them they work with wink and they work with the amazon echo my original 3 way had three wire black white red in the primary switch i made the black the line the white the load and the red the traveler of course you also connect the white wire included with the switch to the neutral the add on switch only allows two connection the included white wire for the neutral and the traveler which in my case wa red since the add on switch doe not connect to 120v power i used a wire nut not included to join the black and white together,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721"
easy install but big box and bright blue light,4.0,installation is simple if you know how to turn off your circuit breaker and have a screwdriver you can do it yourself one downside to this unit is that behind the face is a large box containing the electronics if you have an older home with small electrical box or if your electrical box is crowded with other outlet and too much extra wiring it can be a bit of a challenge to fit of course you can take this opp if you have an older home with small electrical box or if your electrical box is crowded with other outlet and too much extra wiring it can be a bit of a challenge to fit opportunity to do some organization of the wiring trimming excess etc another downside to this unit is that there is a blue light on the front that is quite bright depending on your installation location and particular use that light may create an unexpected point of focus for something that should be a unobtrusive a a power outlet still this is a good unit and the installation is easy,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721"
great for non dimmable under cabinet led light,5.0,i use these with my samsung smartthings hub they paired right up in our kitchen we have these under cabinet led strip that plug into an outlet so i used these outlet to control the led light i didn t need dimming control because the led strip aren t dimmable anyway one of the two outlet is controlled by z wave and the other one is always on i hadn t realized before but there s a button in between the outlet which you can use to manually switch power to the z wave outlet this is always good when whatever smart lighting program i ve set isn t working for some reason and my wife just want the damn light to come on this hasn t actually happened to me yet but i know i would get an earful were it to happen and there weren t a manual switch i ve already told her about since these node of your home automation network are powered they extend your mesh network i had an outdoor z wave switch in my garage that the network wa not reaching until i installed these outlet in the kitchen at which point everything connected up fine,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721"
best z wave switch,5.0,i am new to home automation and recently started working on home automation one thing at a time i bought a used switch from amazon warehouse and it work perfectly i have it connected to my samsung smartthings the smartthings recognized the switch within a minute and is working flawlessly since i use it to control a light and the existing switch wa installed without a neutral connection i wa real confused a to where to find a neutral connection but after a little search i found all the neutral white wire are all spindle together and is kept in the back of the box installed the supplied white wire on the switch and added it to other white wire and all problem solved i bought another one and installed it today both are working good and i am really liking home automation now it s real easy to install but please shut off the breaker before trying any electrical system update,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721"
love the zwave product,4.0,love the zwave product instruction is not that clear on how to install the switch after spending 10 minute searching the web for hint and tip found useful information to install the switching and the color coding of the wire after the switch installed i spent the next three day mostly in the evening after work to try to get the switch registered with the smartthings hub not much instruction nor anything on the switch to tell me what is going on would be nice if there is somekind of light a inidicator that it is alive and sending signal or failing sending out signal after trying random thing based on some instruction found on the web manage to get the switch registerd with the controller i still don t know what i did that register it just lucky i guess there are a few more switch that i want to convert over to zwave however due to the hard time configurating this one cause me to pause on the next purchase,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721"
pairs and work flawlessly,5.0,i love these switch ya they are a little expensive but they work great pairs very easily with my smartthings hub 2 i didn t think i would add so many thing to my hub but i ve got at least 30 thing on it now with at least 12 routine and different smart apps and everything with these switch are working great i ve never need to rental them or anything they are bigger than your normal switch but with a little squishing they have fit into all of my gang box my house wa made in 1969 if thats any reference to anyone you do need a neutral wire connect for these switch to work if there isn t already a neutral wire in your gang box there is one that come with the switch i have these switch connected to 6 led s on one witch all the way to just one led light bulb on another switch and i haven t had any problem with buzzing or not working right its expensive but it worked perfect for me ill keep buying them,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721"
cool at first then a headache,3.0,i purchased this along with the samsung smarthing hub after the hub app and update were done it connected nicely to the ge z wave outlet and wa able to use my iphone or alexia to control the outlet i loved it then after two week my love faded i called ge tech support and they advised that the outlet wa ok a i could manually turn it off and on and the blue light wa on so i called samsung they looked at the account and advised that the hub wa fine and that the outlet wa not communicating to the hub long story short i returned the ge outlet now back to a good old outlet not a cool but reliable i might be returning the hub a well just waiting to see if i m going to spring for another wireless outlet,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721"
bright blue led,5.0,i have been using this outlet for a few month now it is hooked into my wink controller so i can control it from my phone from across the city i got this specifically to control a non remote control pedestal fan this outlet plus the fan equaled the cost of a fan that had remote control built in so it wa basically a free controlled outlet there is a blue led in the middle of the outlet that led is lit when the switched outlet is off it is incredibly bright and with the outlet in my bedroom it is too bright thankfully it turn off when the outlet is on so it s almost always off according to the instruction and what i found online the led can be set to work differently always on always off or switched with the outlet sadly that isn t an option on the wink that isn t an issue with the outlet though just in case it isn t clear only one of the outlet is switched the other one is always on,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721"
bought this add on switch to run the 3 way switch,4.0,bought this add on switch to run the 3 way switch around my house for my iris by lowes system to automate my light switch only have 2 pole not including the ground so wiring is a little different from standard 3 pole 3 way switch once i traced the source common and traveler wire connecting the switch took only minute the component of this switch is 2 time the size dept of a regular switch so fitting this switch to a 2 gang outlet box can be a change,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721"
good switch but remember requires a neutral and hot load terminal order matter,5.0,this is a good switch and simple to install with 2 caveat 1 load black line hot black terminal position matter unlike on a standard single pole switch 2 requires a neutral connection create one by using a pigtail connection to the neutral wire bundle in the existing box i had to run back and forth to my panel a few time until i figured this out the wiring diagram doe show this setup but doesn t explicitly explain the hot load order matter and that the switch requires a neutral to function once wired up switch work great and is easy to pair,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721"
i wa glad it came with the jumper because i didn t feel,5.0,i bought this so i could remotely control my front porch light i ve installed and replaced light switch before and the instruction don t make it clear that the white wire is mandatory and that is what the extra piece of wire is for i installed the line load and ground and turned power back on line wa live but load wa not and the light would not turn on i found a video just in case i missed something and the video mentioned to install the white wire using the included jumper i wa glad it came with the jumper because i didn t feel like undoing the existing wire and figuring out which one i needed since i wa installing in a three gang box after that wa connected i turned the power on again and got the switch connected to my smartthings hub without dragging it from one room to another and without having to exclude it first i just opened smartthings on my phone found the ge light zwave light switch and flicked the switch and i wa good to go,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721"
put some z in your wave,5.0,so far so good i bought two to connect to my wink hub in a medium room they wired up easily and have functioned for a few month i guess my only thing is how bright the blue led is on the outlet fortunately the two outlet are hidden by a piece of furniture and it block it some people may like the brightness some may not i suppose it depends on the intended usage i also wish they came in a duplex style plug but these two thing are tiny in relation to the positive i had to add one more thing when adding the outlet to my hub it didn t link right a a ge plug i believe i used leviton for it to function correctly when setting everything up,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721"
