Header,Rating,Review,Product
but very pleased. Really neat product,5.0 ,"Just have these a couple of weeks, but very pleased. Really neat product. Well thought out, easy to use, great app, and works flawlessly with Google Home.","Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
works great.,5.0 ,works great. inexpensive. I use it to control my light when I am in bed.,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
Very useful!,5.0 ,"I have an echo dot at home. It can connect to Alexa. You can plug a night light in this smart plug. And just set up. I was trying to turn off the lights,just say that it did good job. On another side it has a use plug. Love it.","Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
Five Stars,5.0 ,"Great smart socket Work strong, easy to connect, the use of very simple, control all the power at home, save electricity, very environmentally friendly.","Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
Great product! Buying more!!!,5.0 ,Great product. Worked immediately and had clear and easy instructions. Perfectly reactive to the Alexa and works every time. I love the USB plug on it as well!,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
The plugs are cool and inexpensive but the ap and software that's needed ...,3.0 ,The plugs are cool and inexpensive but the ap and software that's needed to run it is challenging to use..,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
"This Wi-Fi socket is very practical, at night I ...",5.0 ,"This Wi-Fi socket is very practical, at night I do not need to stand up and turn off the lights, the phone directly on the App can control my home light!","Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
Just Brilliant!,5.0 ,"Very simple idea to add to your smart home network. Works super fast just as advertised, with Google Home and Alexa. Very impressed!","Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
"great buy, works as expected",5.0 ,"great buy, works as expected","Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
Five Stars,5.0 ,Works seamlessly. And it's autovolt.,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
Google Home instructions,3.0 ,"Thought I would give it 3 stars as nobody else had. I just got it today so hard to give it more. But I wanted to share two things. First, for Google Home, the included instructions don't say anything but the printed ones here in Amazon give the missing needed information and that is that you select ""Smart Life"" from the choices. Read the ones in tiny small print that is one of the pictures of the device. Use the hover magnify to read it. But the only really missing thing is to go into Google Home and add the device with the name Smart Life. Then you have to give them the email and password you used in setting up their app. So remember it!. Surprise when adding the second smart plug. Smart Life no longer showed up so I deleted the connection by touching the Smart Life icon then added it again. I was then able to add both devices. It would be nice if they said that in the instructions. Also, the USB power is always on, it does not switch.","Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
smart living 👍🏻👍🏻,5.0 ,"I’m a big fan of smart living, been using wemo smart plugs and i really love the convenience. But i been very annoy that wemo smart plug is fairly large and sometime (depends how your outlet set up) it might take up both of my outlet space so I decided to get the mini size one. while browsing for info about wemo mini, this 3 pack deal comes into my search and the price caught my eye; this dailycomb smart plugs only cost less than 1/2 of the wemo mini so i decide to give it a try since everyone tried to use this kind of smart plug will know, you will not just get one and just use the only one ;) so instead of spending over $100 for 3, so i went with it. **been using the plugs for about 3 weeks, they are steady and i found the operation of these plugs are actually MUCH easier than Wemo cause the wifi setup for wemo sometime is real pain; for this one you just need to follow the instruction (have clear english instruction, i believe is not google translate), download the app, hook up wifi and they are good to go! like it has extra usb so i can charge my devices while using it, only downside about these plugs are the plastic feels pretty thin, unlike wemo they do feel study. but this doesn’t effect the basic function of the plugs**","Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
"So far, I love it",5.0 ,"These plugs were a dream to install. I don't use the phone app much except to install them, and use them primarily with Alexa. On the phone app, you need to install the Smart Life app whether on IOS or Android. You also need to enable the Smart Life skill on Alexa if you are using Alexa to control the devices on the plugs. After that, is is really all self explanatory. You don't need to read the tiny print on the instructions. I had initially tried the Leviton DW3HL-1BW Decora Smart Wi-Fi Plug-in Dimmer, No Hub Required, Works with Amazon Alexa & Google Assistant that was a pain in the neck from the get-go. That plug disconnected at least twice a day that required reconfiguring. When it did connect to Alexa it took 1-2 minutes for commands to be implemented. Also, with the Leviton plug, you have to enter the WIFI security code for each plug installed. I have returned all of the Leviton plugs. This smart plug is a dream to install. Once you enter the WIFI security code,you don't have to enter it again for additional plugs installed. Alexa response to commands is instantaneous.I have not yet had a problem with the plug disconnecting, but will update my review if I do. So far, I couldn't be happier with this smart plug.","Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
"Control wirelessly, easy setup",5.0 ,"Bought this for controlling my room lamp, it works really well i am able to control my lamp anywhere on the earth as long as there is wireless connection on my cellphone. One thing, I like the most about this device compare to the others is that this device has an extra usb plug which you can plug your cellphone cable in. I think this is definitely a plus to the device. Setup was pretty easy, I installed ios smart life on my phone and i am able to add my plug device into the app without any issue. Pretty good deal for a pack of three devices at a time. Recommended for people just started to play smart devices at home.","Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
Works...but emits a high-pitched noise?,3.0 ,"Worked really well and the timer option from the Smart Life app was very nice. I also liked the option of having a USB connection on the side. However, I used 2 out of the 3 and they both emitted a high-pitched noise when it is ""off"" and the red light is on. It sounded kind of electrical? The seller, Dailycomb, was very easy to work with. They offered to send me replacements without mailing the original back, but I just don't feel it was safe with the noise. 2/3 of them did that...fair chance the replacements would do the same. Decided to return them, and was refunded in full without any issues.","Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
Nice smart plugs,5.0 ,"I really like the idea of smart plug. I have one want. It works great but the size is too big. It took away two outlet spaces. And it's a little pricy. I looked specifically for smartplugs with rectangular shape which won't block other outlets when plugs in. This is the one I want. A pack of three really give me control on multiple devices. The app is easy to set up and control different devices well. My only complaint is the prints on the instruction manual is so tiny. Basically, the app needed is called BrightFun. I just downloaded from app store and follow the instruction in the app and it's ready to go. No need to read the tiny prints.","Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
Reliable Product and Works Great With Alexa,5.0 ,"After becoming completely disgusted with the WEMO devices I purchased working reliability, I tried the Smart Plug to make it possible to turn my lamps on/off using my voice and my Alexa Echo Dot. They worked great and were easy to enable using the app I downloaded. They have worked reliably every since. I really didn't need the USB charge port where I have my lamps plugged in, but it may turn out to be convenient. Because they have worked so reliably, I'll probably get some light switches from this same company.","Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
Don't use the Brightfun App!,4.0 ,"The instructions say to use the Brightfun App, but it wouldn't connect to my Alexa/ Echo Dot. The Smart life app works just fine. you don't need the other! I love that I can schedule on and off times and also tell Alexa to turn them off and on whenever.","Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
Setup is very easy and they work flawlessly so far,5.0 ,"Bought these Wi-Fi Plug Outlet to pair with Amazon Echo. Setup is very easy and they work flawlessly so far. My lamp is not near my bed, I'm now able to turn the the lamp on and off without getting out of bed. I just tell Alexa to do it. Loving that this mini plug take up less space on my outlet, it didn't block the outlet next to it. I will update after further use.","Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
takes time but works,5.0 ,"spent a good amount on it. It turned out to be working nicely which means everything . The pic in the instruction is somewhat miss-leading. The app name is BrightFun not that Chinese characters. It did not work for me at the begining since the device is showed offline. Some lesson learnt here: although it may say not connect successfully, the devise still show up in the app. This will not working while u try to connect to the Alexa. Only when it is successfully linked to the smartlife app, Alexa will work. Otherwise, Alexa will accept yr commend but do nothing.","Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
Quality smart plugs,5.0 ,"The 3 pack smart plugs come in a box with 3 individually packaged plugs, which you can keep all for yourself or give a few away as a present. I used a smart plug to control my WiFi bulb, and connected the plug with my echo dot through Alexa. Now the WiFi is off when the family is sleeping; I suppose it is good for your health. It’s nice that the plug has a USB charging port that can power one more equipment at the same time.","Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
I had one smart plug for my floor lamp already,5.0 ,I had one smart plug for my floor lamp already. But I need more for my night lights and fan or other appliances. I bought this set of plugs. They come with USB ports. And they work great. I scheduled the times on the app. So easy to operate.,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
I love these! If you have Amazon Echo or Google ...,5.0 ,I love these! If you have Amazon Echo or Google Home you can start turning your home into a smart home in about a minute. They work great and literally take less than a minute to configure. I have been using them mainly for halloween lights.,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
"this is the first time i ordered the smart plug, it is very easy to use",5.0 ,"this is the first time i ordered the smart plug , it is very easy to use. due to come with 3 unit i am going to use one of this for Christmas tree. i don't need to turnon or off back and forth any more. exciting !","Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
Awesome deal for 3,5.0 ,"These smart plugs work well with my Echo Dot. I have basically tried all the common models. I like this one since it won't block the other outlet and it has a USB plug on the side. Very convenient to charge my phone that way. Plus, it's a good deal to get 3 at this price.","Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
Good quality,5.0 ,"This plug is built very solid and packaged very well. It works as described. The USB is rated at 2.1A, which is sufficient to charge phones and tablets in quick mode.","Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
WiFi smart plug in 3 pieces,5.0 ,WiFi smart plug in 3 pieces...EZ to connect to WiFi... after u connect it to WiFi... download the app... the u can control it with ur fone... super convenient..luv it,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
Very useful set!,5.0 ,"Very useful set. After I download the app , I can connection to all the smart plugs. I can remotely control my lights and devices from my phone. Easy to set up, just plug in and set up according to the instruction.","Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
Returning these...,1.0 ,Can't get these to work at all. The app won't add them. Useless. Completely useless.,"Smart Plug, Works With Alexa & Google Assistant, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, No Hub Required Easy Connection With Amazon Echo Google Home(3 PACK)"
fix my problem,5.0 ,"purchased these plugs to control the lights in my front yard and backyard, It is always a big trouble to control the lights, you have to go outside and turn on/off the lights but sometimes I'm already on my bed. When the weather is really cold and dark, it is a big pain. after I reroute the wires to the lights through these smart plugs, all of these troubles are gone. Now I can control these lights day and night on my bed at my will. this is pain killer for mt","OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
Lack of support,3.0 ,"Our WiFi plugs were very easy to setup & use, however one did not work . I tried the company's support link on their website & I also emailed them with no response.","OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
Perfect! Love being able to schedule lights to come ...,5.0 ,Perfect! Love being able to schedule lights to come on. Was easy to connect (although had to move the outlet closer to my wifi to connect and then place it where I wanted). Will buy more if needed!,"OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
Will buy more,5.0 ,"I thought they would take some efforts to set up, but i was wrong. Set up is very easy with my Echo dot and smart phone (android). It makes life so convenient right now, and i can never go back to when i don't have them. Placed order for more!","OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
Five Stars,5.0 ,easy set up and I love that it works with Alexa!,"OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
Five Stars,5.0 ,Love them! Easy to use.,"OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
"Frustrating, and after a lot of headache some outlets just flake out after several hours.",1.0 ,"App did nothing. Could not come figure or connect outlets to WiFi. After 45 mins, I gave up. Reviews on Google Play Store all said the same thing as well, that it does not work. UPDATE: I realized after the fact that there are MULTIPLE apps with the same name - your instructions say to download the app called ""Smart Life"" - of which there are three - and I select the wrong one (The one you want is actually called ""Smart Life - Smart Living""). After getting the correct app, I was able to get the outlets set up, but some of them are having issues where they stop responding after several hours - including even the physical button on the device (pressing it does nothing; the device is frozen in the on or off state). The only way to get it to work again it to unplug and replug it. After several hours again, same result. I have tried resetting the devices and re configuring them - no change in result. I have checked the signal level to the devices (moderately strong, >-65dB) as well. I am out of ideas for what is wrong, so I will be returning the outlets. It kind of defeats the concept if I have to constantly go around the house to unplug things to reset the outlets so I can control them with other devices.","OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
I love this WiFi smart socket,5.0 ,"I love this WiFi smart socket. I have used other WiFi smart sockets before but what's nice about this one is the design of it. Does not take up two sockets or makes it difficult to plug something else in while one is in use. As you can see in my pictures, both of them fit perfectly in any double wall socket. I'm impressed with the quality of these wall sockets. Does not feel cheap. Has a nice feel to it period was very very easy to hook up to the WiFi network and to get it programmed to do my smart stuff. I love the design of it. It does work with Alexa. If you're into home automation, these WiFi smart sockets will get the job done","OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
outstanding technology,5.0 ,"I absolutely love these! They arrived neatly packaged and early along with a beautifully printed business card. The instructions were as clear as day as to how to set the electrical sockets up. It took me about 2 minutes to set up with the app. That was mostly just registering an account and setting up to alexa. It works with your smart phone at the tap of a button, or with alexa app. We have an amazon echo in our home, it works with that as well. Make sure to name each socket differently to not confuse yourself. I added a short clip of the echo paired with the outlet in action.","OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
Excellent wifi switch,5.0 ,"These wifi switches are so simple to setup and reliable. If you unplug them you just plug them back up and work immediately, unlike some that I've tried that required then to be reset. The app smart life works great and is easy to setup. These are small and compact. This is a great wifi switch get them! You can set schedules and even configure them for IFTT.","OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
"Good overall, can still be improved",4.0 ,"The packaging is very nice-looking, as well as the plug itself. The plug works as described, if installed properly. It enables me to close the light in the bedroom with just one-click on the phone. Sometimes I still forget about the app and will want to manually open / close it with its own switch but I just can't :'( Just need to get used to it if remote control is something you want. That being said, the pairing stage could be really annoying. For me, one of the plug works perfectly and another sucks, I tried over 5 times with different instructions from the manufacturer, still didn't work out. If that's the case, don't hesitate to contact them. The product is good overall, but can still be improved.","OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
Good product,5.0 ,"Overall I'm very satisfied. It's well made and not too big. The manual is every clear, phone app is easy to use, and is well integrated with Alexa. So far I have tried using it to control my lamp on the night stand so I don't need to crawl out of bed to turn it on and off, and it works great. Note that you can still manually switch this outlet on and off, just need to press on its green/blue indicating light on the side. The other comment probably didn't know this. Also as another comment mentioned, you need to download the app named ""Smart Life - Smart Living"", from then on everything should be easy.","OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
"Wonderful smart plug, like the IFTTT function very much!",5.0 ,"I used much smart plugs before, but this is the best one I have. It’s very easy to connect and works well with most electrical appliance, no worry about my mother forget to turn off the air conditioner in her bedroom. Besides, OMOTON smart plug could match with IFTTT very well, my lights will turn on when we are back to home , it also could turn on my air conditioner when the temperature is low than what I stetted down on IFTTT. There are more interesting settings, I’m trying one by one, really like it, very convenient.","OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
They work great!,5.0 ,I've only had mine for three days but so far they work great. I was looking for a smart plug that was IFTTT-compatible (which is not easy to find). I've tested it with Alexa and am just now starting to test it with IFTTT. So far no complaints!,"OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
"So far so good, with a few bonus features",3.0 ,"UPDATE 11/17: I have started experiencing the WiFi drop-off others have mentioned. My network is very reliable and none of my computers or devices have any problem, yet these plugs frequently need unplugged and plugged back in before being ""online"". Kind of defeats the purpose of having a smart wireless plug. Will be reaching out to the seller/Amazon to rectify, not interested in keeping them if they don't work properly. Just received and setup today, they seem to be good quality so I don't anticipate needing to revise for failure. Packaged nicely, 2 plugs for $30 is a great deal. My other smart plug was more than that for just one and the only added function it has is energy tracking and monitoring - who cares! Setup in app was easy, just make sure you download the correct one, check the screenshots in the instructions provided to be sure. Enabling and linking in the Alexa app was a breeze, both were up and running in minutes. One thing that was annoying is during setup if you enter the wrong wifi password the app will not notify you, it will still go through the syncing process and then display ""failure"" but not tell you why. So if you're having connection issues initially, check your typing! Aside from that, the app is great. Has scheduling and timing abilities, including a random setting, which is great for use during vacationing away from home. You can also set up condition-dependent schedules, like turning on a light at sunrise and not have to worry about adjusting the time throughout the year. Very cool features I hadn't before though about! Again, short of one of them failing, I see no reason why I can't give 5 stars.","OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
Great smart wifi plug,5.0 ,"Great smart wifi plug, just download an app from app store call smart life, easy to set up . Easy to control my home lighting and other electronic. Great price and great quality! It come with 2 pack.","OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, 15A Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/IOS)"
