Header,Rating,Review,Product
Smart and Powerful,5.0 ,Never realized I have so much power in the house until I set up all 3 of the plugs! It's so easy to set up and the USB charger is icing on the cake. Now I truly felt I'm the owner of the house :),"Smart Plug, Works With Alexa & Google Home, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, Easy Connection With TP-Link WeMo Netgear Router (3 PACK)"
"I bought a lot of WiFi socket, recently newly ...",5.0 ,"I bought a lot of WiFi socket, recently newly bought new band of WiFi, it is very suitable to control all kinds of electric appliance use, this kind of socket also has a USB port, added more use choice.","Smart Plug, Works With Alexa & Google Home, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, Easy Connection With TP-Link WeMo Netgear Router (3 PACK)"
This smart plug is easy to use,5.0 ,"This smart plug is easy to use, use mobile phone app can control the switchs and timing functions, the timing function can also work when it is no connect network, very convenient","Smart Plug, Works With Alexa & Google Home, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, Easy Connection With TP-Link WeMo Netgear Router (3 PACK)"
Great smart plug,5.0 ,"Great smart plug, you can easily connect mobile phones and smart devices, you go out to work to control the home of the lamp loft exhaust fan, very good product","Smart Plug, Works With Alexa & Google Home, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, Easy Connection With TP-Link WeMo Netgear Router (3 PACK)"
"this is the first time i ordered the smart plug, it is very easy to use",5.0 ,"this is the first time i ordered the smart plug , it is very easy to use. due to come with 3 unit i am going to use one of this for Christmas tree. i don't need to turnon or off back and forth any more. exciting !","Smart Plug, Works With Alexa & Google Home, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, Easy Connection With TP-Link WeMo Netgear Router (3 PACK)"
Good value,5.0 ,Easy to use. Pairing is pretty smooth. App is user friendly and works as expect. Used it to control floor lamp. Pretty neat.,"Smart Plug, Works With Alexa & Google Home, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, Easy Connection With TP-Link WeMo Netgear Router (3 PACK)"
this socket is really very easy to use,5.0 ,"Bought a pre-installed, see with three loaded cheaper to buy, this socket is really very easy to use, very convenient","Smart Plug, Works With Alexa & Google Home, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, Easy Connection With TP-Link WeMo Netgear Router (3 PACK)"
Five Stars,5.0 ,"Very easy to use, after I can automatically turn on the lights! like very much","Smart Plug, Works With Alexa & Google Home, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, Easy Connection With TP-Link WeMo Netgear Router (3 PACK)"
Good quality,5.0 ,"This plug is built very solid and packaged very well. It works as described. The USB is rated at 2.1A, which is sufficient to charge phones and tablets in quick mode.","Smart Plug, Works With Alexa & Google Home, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, Easy Connection With TP-Link WeMo Netgear Router (3 PACK)"
Very useful!,5.0 ,"I have an echo dot at home. It can connect to Alexa. You can plug a night light in this smart plug. And just set up. I was trying to turn off the lights,just say that it did good job. On another side it has a use plug. Love it.","Smart Plug, Works With Alexa & Google Home, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, Easy Connection With TP-Link WeMo Netgear Router (3 PACK)"
"This Wi-Fi socket is very practical, at night I ...",5.0 ,"This Wi-Fi socket is very practical, at night I do not need to stand up and turn off the lights, the phone directly on the App can control my home light!","Smart Plug, Works With Alexa & Google Home, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, Easy Connection With TP-Link WeMo Netgear Router (3 PACK)"
Five Stars,5.0 ,"Work great, easy to connect, with the phone control to open and close, save a lot of electricity.","Smart Plug, Works With Alexa & Google Home, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, Easy Connection With TP-Link WeMo Netgear Router (3 PACK)"
"Control wirelessly, easy setup",5.0 ,"Bought this for controlling my room lamp, it works really well i am able to control my lamp anywhere on the earth as long as there is wireless connection on my cellphone. One thing, I like the most about this device compare to the others is that this device has an extra usb plug which you can plug your cellphone cable in. I think this is definitely a plus to the device. Setup was pretty easy, I installed ios smart life on my phone and i am able to add my plug device into the app without any issue. Pretty good deal for a pack of three devices at a time. Recommended for people just started to play smart devices at home.","Smart Plug, Works With Alexa & Google Home, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, Easy Connection With TP-Link WeMo Netgear Router (3 PACK)"
Reliable Product and Works Great With Alexa,5.0 ,"After becoming completely disgusted with the WEMO devices I purchased working reliability, I tried the Smart Plug to make it possible to turn my lamps on/off using my voice and my Alexa Echo Dot. They worked great and were easy to enable using the app I downloaded. They have worked reliably every since. I really didn't need the USB charge port where I have my lamps plugged in, but it may turn out to be convenient. Because they have worked so reliably, I'll probably get some light switches from this same company.","Smart Plug, Works With Alexa & Google Home, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, Easy Connection With TP-Link WeMo Netgear Router (3 PACK)"
I love these! If you have Amazon Echo or Google ...,5.0 ,I love these! If you have Amazon Echo or Google Home you can start turning your home into a smart home in about a minute. They work great and literally take less than a minute to configure. I have been using them mainly for halloween lights.,"Smart Plug, Works With Alexa & Google Home, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, Easy Connection With TP-Link WeMo Netgear Router (3 PACK)"
will not work with alexa!!,1.0 ,"Connected with the BrightFun app just fine and I could turn it on/off. Will not connect with Alexa at all. Tried two different smart plugs. Try again guys. I didn't try google home because google assistant wants to track all web activity, location history (private map of where I go) and all my device information. Why does google need to know where I travel to be able to turn my lights on!!!","Smart Plug, Works With Alexa & Google Home, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, Easy Connection With TP-Link WeMo Netgear Router (3 PACK)"
This is pretty great. It's nice how it came with 3,5.0 ,This is pretty great. It's nice how it came with 3. I like how it can turn on and off. I use this to charge my phone and laptop at the same time.,"Smart Plug, Works With Alexa & Google Home, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, Easy Connection With TP-Link WeMo Netgear Router (3 PACK)"
This is a smart plug that is controllable through multiple smart devices,5.0 ,"This is a smart plug that is controllable through multiple smart devices, such as Alexa etc. In addition to the regular plug, it also come with the USB port for my phone and ipad and power banks. Now I automated my tv and my speaker and I can control it thru my smart devices.","Smart Plug, Works With Alexa & Google Home, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, Easy Connection With TP-Link WeMo Netgear Router (3 PACK)"
Five star,5.0 ,"As a simple and beautiful design, the use of human nature, product innovation or for all to see, the arrival of the model socket, greatly facilitated us whether it is home travel, or office and other places to use, effectively put a plug to block the next plug Hole embarrassing events occur, you can also modular combination, expand the socket resources. In general, the arrival of the model socket, to solve our lives encountered some small problems, but these are the problems caused by minor problems, the socket to do a solution.","Smart Plug, Works With Alexa & Google Home, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, Easy Connection With TP-Link WeMo Netgear Router (3 PACK)"
Amazing Smart Plug,5.0 ,"Amazing smart plug!! Very easy yo connect it and echo dot. And then, I can control it by echo dot!! I will show you in my vedio.","Smart Plug, Works With Alexa & Google Home, USB Charger (5V 2.1A), DAILYCOMB Wi-Fi Mini Smart Outlet With Timing Function, Easy Connection With TP-Link WeMo Netgear Router (3 PACK)"
Good product,5.0 ,"Overall I'm very satisfied. It's well made and not too big. The manual is every clear, phone app is easy to use, and is well integrated with Alexa. So far I have tried using it to control my lamp on the night stand so I don't need to crawl out of bed to turn it on and off, and it works great. Note that you can still manually switch this outlet on and off, just need to press on its green/blue indicating light on the side. The other comment probably didn't know this. Also as another comment mentioned, you need to download the app named ""Smart Life - Smart Living"", from then on everything should be easy.","OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/ios) (15A 2Pack)"
"Wonderful smart plug, like the IFTTT function very much!",5.0 ,"I used much smart plugs before, but this is the best one I have. It’s very easy to connect and works well with most electrical appliance, no worry about my mother forget to turn off the air conditioner in her bedroom. Besides, OMOTON smart plug could match with IFTTT very well, my lights will turn on when we are back to home , it also could turn on my air conditioner when the temperature is low than what I stetted down on IFTTT. There are more interesting settings, I’m trying one by one, really like it, very convenient.","OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/ios) (15A 2Pack)"
fix my problem,5.0 ,"purchased these plugs to control the lights in my front yard and backyard, It is always a big trouble to control the lights, you have to go outside and turn on/off the lights but sometimes I'm already on my bed. When the weather is really cold and dark, it is a big pain. after I reroute the wires to the lights through these smart plugs, all of these troubles are gone. Now I can control these lights day and night on my bed at my will. this is pain killer for mt","OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/ios) (15A 2Pack)"
Great smart wifi plug,5.0 ,"Great smart wifi plug, just download an app from app store call smart life, easy to set up . Easy to control my home lighting and other electronic. Great price and great quality! It come with 2 pack.","OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/ios) (15A 2Pack)"
$30 for two is as good as a deal you can get,5.0 ,"Simple and straightforward. It just works after a few steps as instructed. $30 for two is as good as a deal you can get. Remembered I spent 39.99 for an Apple Home product before and I deeply regretted it when I saw this deal. Note that this thing occupies two sockets' width, so if your sockets are horizontally aligned it may block other sockets, but it works great otherwise.","OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/ios) (15A 2Pack)"
Perfect! Love being able to schedule lights to come ...,5.0 ,Perfect! Love being able to schedule lights to come on. Was easy to connect (although had to move the outlet closer to my wifi to connect and then place it where I wanted). Will buy more if needed!,"OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/ios) (15A 2Pack)"
Will buy more,5.0 ,"I thought they would take some efforts to set up, but i was wrong. Set up is very easy with my Echo dot and smart phone (android). It makes life so convenient right now, and i can never go back to when i don't have them. Placed order for more!","OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/ios) (15A 2Pack)"
Five Stars,5.0 ,easy set up and I love that it works with Alexa!,"OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/ios) (15A 2Pack)"
Integrate well with Amazon Echo and Google Home,5.0 ,"Very great built quality, I like the material. The electrical quality is also great, it won't cause any sudden electric current pulse at all. I set it up with Google Home pain-free on iOS in minutes.","OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/ios) (15A 2Pack)"
"Frustrating, and after a lot of headache some outlets just flake out after several hours.",1.0 ,"App did nothing. Could not come figure or connect outlets to WiFi. After 45 mins, I gave up. Reviews on Google Play Store all said the same thing as well, that it does not work. UPDATE: I realized after the fact that there are MULTIPLE apps with the same name - your instructions say to download the app called ""Smart Life"" - of which there are three - and I select the wrong one (The one you want is actually called ""Smart Life - Smart Living""). After getting the correct app, I was able to get the outlets set up, but some of them are having issues where they stop responding after several hours - including even the physical button on the device (pressing it does nothing; the device is frozen in the on or off state). The only way to get it to work again it to unplug and replug it. After several hours again, same result. I have tried resetting the devices and re configuring them - no change in result. I have checked the signal level to the devices (moderately strong, >-65dB) as well. I am out of ideas for what is wrong, so I will be returning the outlets. It kind of defeats the concept if I have to constantly go around the house to unplug things to reset the outlets so I can control them with other devices.","OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/ios) (15A 2Pack)"
I love this WiFi smart socket,5.0 ,"I love this WiFi smart socket. I have used other WiFi smart sockets before but what's nice about this one is the design of it. Does not take up two sockets or makes it difficult to plug something else in while one is in use. As you can see in my pictures, both of them fit perfectly in any double wall socket. I'm impressed with the quality of these wall sockets. Does not feel cheap. Has a nice feel to it period was very very easy to hook up to the WiFi network and to get it programmed to do my smart stuff. I love the design of it. It does work with Alexa. If you're into home automation, these WiFi smart sockets will get the job done","OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/ios) (15A 2Pack)"
outstanding technology,5.0 ,"I absolutely love these! They arrived neatly packaged and early along with a beautifully printed business card. The instructions were as clear as day as to how to set the electrical sockets up. It took me about 2 minutes to set up with the app. That was mostly just registering an account and setting up to alexa. It works with your smart phone at the tap of a button, or with alexa app. We have an amazon echo in our home, it works with that as well. Make sure to name each socket differently to not confuse yourself. I added a short clip of the echo paired with the outlet in action.","OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/ios) (15A 2Pack)"
"Good overall, can still be improved",4.0 ,"The packaging is very nice-looking, as well as the plug itself. The plug works as described, if installed properly. It enables me to close the light in the bedroom with just one-click on the phone. Sometimes I still forget about the app and will want to manually open / close it with its own switch but I just can't :'( Just need to get used to it if remote control is something you want. That being said, the pairing stage could be really annoying. For me, one of the plug works perfectly and another sucks, I tried over 5 times with different instructions from the manufacturer, still didn't work out. If that's the case, don't hesitate to contact them. The product is good overall, but can still be improved.","OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/ios) (15A 2Pack)"
Excellent wifi switch,5.0 ,"These wifi switches are so simple to setup and reliable. If you unplug them you just plug them back up and work immediately, unlike some that I've tried that required then to be reset. The app smart life works great and is easy to setup. These are small and compact. This is a great wifi switch get them! You can set schedules and even configure them for IFTT.","OMOTON [2 Pack] Mini Wifi Smart Plug Works with Amazon Alexa,Google Home, IFTTT, Wireless Socket Outlet Remotely Controls your Devices from anywhere,No Hub Required(Android/ios) (15A 2Pack)"
It works great but directions are extra frustrating.,4.0 ,"Product works great, but the directions that come with it are abysmal. Manufacturer, please redo your directions, they are complete garbage. This does connect to Alexa, directions to follow. For those of you as frustrated as I was, light your directions included in the product on fire and use these: 1.) download the ""Smart Life"" app. 2.) install your plugs on the app. To do so, you will require your wifi passcode. I used the manual setup (AP Mode), as ""magic"" was a joke. Manually set up your plug according to the instructions on the app. To get to AP mode, there is a button on the top right of the app that says ""AP"". Click that and follow prompts, but it works just like when you set up echo dot in that you have to set your phone to your wifi, then to the device wifi to recognize it. This was by far the easier set up. 3.) open Alexa app. Go to ""smart home"". Go to ""add skills"". Search ""smart life"". Click ""enable skills"" 4.) still in Alexa, go to devices. Click ""discover devices"". Your previously loaded plug or plugs from smart life should populate. Add to Alexa. 5.) you can now voice control devices. Should you want to control several at once (Alexa, turn on living room lights) then create a group within Alexa and add the individual devices to that group. Eureka. Done.","KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Couldn't get it to work with Alexa at first.(updated title & review),4.0 ,"The product works as advertised with the KMC and Smart Life apps (I tried both). After being on the line with Amazon for an hour, I still couldn’t get it to work with my Echo Dot. I reached out to the manufacturer, but haven’t heard anything yet. I’ll post an update once I hear from them. Update 1: After a couple of days, just when I was about to give up, I opened the Alexa app and my Echo found the plug. It now works perfectly. I'm going to give this another chance and order another plug. I'll post an update when I get it. Update 2: The second plug arrived and it works perfectly with my app and with Alexa. I'm adding a star.","KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Easy setup and works well,5.0 ,"This is a pretty standard WiFi enabled smart outlet that is easy to setup and works great. I did not end up looking at the directions because it worked perfectly the first time with the smart app (TuyaSmart) that I have been using for my other smart devices. Setup was as easy as making sure the led was flashing (it already was when I plugged it in the first time), clicking on the add device option in the Tuya app and selecting Electrical outlet. There was a spinner for 20 seconds or so and then I added the outlet and I could control it through either the button on the front or through the smart phone app. The app also lets you set up schedules as well as hook it up to Amazon Alexa or Google Home (although I haven't tried either of these). This smart plug uses the very common ESP8266 platform to enable WiFi connectivity, which also means it is re-programmable for people with some DIY electronics experience. But that is definitely not required to use this device for what it was meant for.","KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
"Giving 5 stars but setup had issues, works well after",5.0 ,"It was admittedly frustrating to connect it at first because the app has issues.. I got a connection error over and over until I switched to AP mode (took at least 10 attempts), made further frustrating by the fact that I have dual-band wifi and use the 5ghz because the 2.4ghz mode that this product uses is very congested. But once I got it going I was really impressed with the power monitoring feature.. it is incredibly sensitive and accurate! I tested a lot of appliances out of curiosity, it was able to detect changes in energy consumption to the tenth of a watt and by a milliamp. Setting up Alexa was pretty easy although the app didn't provide this feature so I had to do it manually. Also would be nice if it supported 5ghz wifi and third-party interaction like Apple's smart home.","KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
"Fast response time, excellent app, and solid integration with Google Home and Echo = WIN",5.0 ,"The instructions are pretty hard to follow, but the crazy thing is that the device is super easy to set up on Android using the KMC Smart app. In fact, just toss the directions, download the app and muddle your way through it. Also, it is ridiculously easy to set up voice control with Amazon Echo using the KMC Smart smart home skill. But the easiest by far is setting it up on Google Home ... the only trick there is that you use the ""Smart Life"" service. And the thing that I love the most about this little switch is how fast it is. Make the voice command or hit the button on your phone and it will turn the plug on or off within 1 second. Really impressive response time! Now I can remotely control the power to a device I keep in a corner of the garage. I am so happy.","KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
"Connects easily, works great",5.0 ,"I have a ton of wifi Alexa connectable smart plugs but this is my first KMC and sofar i like it. It uses the same app as another of my plugs so that's extra nice as I don't need as many random smart home apps on my phone. Connecting was easy and it turns on as soon as you 0ress the button in the app. It also has timer functions and a few other app features. It came with two instruction books, I have no idea why, but it's like all the other plugs so setup isn't too hard once you've downloaded the app. It works great and connects well, five stars.","KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Works great with the app and easy to set up,5.0 ,"This plug works great for me. I already have the surge protector by this brand and saw the outlet plug so I had to have it. It works great with the app I use for the surge protector. And it's easy to use and user friendly . The only issue I wish I could figure out is how to use it with my ""ok Google"" feature on my phone. Other than that it works flawlessly. I will probably buy another one or two so I can have a semi smart home . Great product and can't wait to have more. Buy it now and you will not be disappointed. Five stars all day.","KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Good smart device.,4.0 ,"This device is very sleek and doesn't look bulky. The reason for the 4 stars is because it took two days to get it set up to where it would work on my echo. It took 1 day to get it paired to my phone and the next day to get it to work on my echo. This also may have been the fault of the operator. I do have it connected now so the next one I buy I shouldn't have any trouble. The price is half of others that I have priced, so it is worth the money even if it took me a little more time. Yes I would recommend.","KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
"Works great, good price, bad instructions.",4.0 ,"It works great but they lost a star for bad directions. Good price. Another person already gave good instructions. My only addition is on page 10 where it says to search ""KMC Smart"" under skills, that is wrong information. You'll never get anything on your search. You have to search for ""smart life"" and a skill comes up by a company called ""tuya tech"" which has an icon of a house. There is your skill. Rediscover your devices and you are good to go.","KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Easy. Smart.,5.0 ,"I am slowly adding smart stuff to my house as I do not wish to be hooked into any one particular set up and I'm not completely sure where this is going - so this plug in is exactly what I was looking for to try it out - plus it is compatible with Alexa which is helpul, but not necessary. easy to use and set up - very convenient. I will be buying more as I go","KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Great!,5.0 ,"Have one of these on each of my fish aquariums to turn the lights on and off everyday. Work great. A power interruption will turn them off and you'll have to turn them back on from app manually unless you want to wait until the next scheduled ""on"" time. Otherwise I recommend them. App is super easy to use and was very easy to add each one to it.","KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
I bought this plug to link a bedroom lamp with the room's Echo Dot,5.0 ,"I bought this plug to link a bedroom lamp with the room's Echo Dot, and it works beautifully. Just follow the installation instructions, and you'll find it to be very easy to get the plug linked and then being able to use voice commands to turn your appliance on or off. If it takes you more than 5 minutes, you're not following the instructions. In fact, I like it so much, I'm now thinking of getting one for the living room to link with the full-size Echo. Update: I have now purchased a second one for the living room, and I am just as pleased with it! Same quick connection as with the Dot and same great results.","KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
Must-have for alexa owners,5.0 ,"10 amp load resistance is impressive, can turn on small fans and other devices, most smart outlets cant handle such loads. You can use it to power a bunch of your indoor lights, on at dusk, off at dawn, to give illlusion you are at home while your are on vacations and such. Good start to turn your house into a smart home","KMC Smart Plug,Timing Switch Power Monitoring Smart Socket,Any Network 2G/3G/4G/Wi-Fi,10A 125V-240V,Works with Amazon Alexa"
