Header,Rating,Review,Product,asin
My first choice for smart light controls,5.0 ,"Let me start by saying that I have a large number of smart devices in my home all integrated through Wink. I have lighting controlled by a variety of means, including bulbs and smart outlets on power strips. This Smart Light Switch by GE is by far the most reliable way to have smart light controls. For a quick comparison of the methods I have used: Smart Bulbs: Very convenient and work in any light fixture that the bulb fits into. Convenience is the biggest factor, and they are relatively inexpensive if there are few bulbs in the fixture. However, if you have fixtures with more than 3 bulbs, smart switches become a more affordable option. The downside to these, in my experience, seems to be that they are more annoying to set up, less reliable, and resetting can be very difficult if they aren't working properly (if you don't get the on/off pattern timing perfect, they won't reset). Of the many smart bulbs I put in (a combo of Cree Connected and GE Link), I had multiple that required multiple resets and were not always responsive. In addition, the bulbs always need power to work with smart controls, so if someone hits the light switch to turn them off, you can't turn them back on with smart controls like Wink, SmartThings, or Amazon Echo. One last downside is that each bulb is triggered with its own command from the smart home management system, so they come on in a wave. One upside to these is adding smart control to a ceiling fan running off of only one wall switch. With the ceiling fan, you can put in smart bulbs and use those to control the lights without turning off the whole fan if you don't want to use the cord. Smart Switch: Definitely my favorite method. These are extremely reliable in comparison to other methods. Only took me 1 try to get each of them connected to the hub and they have always responded since I set them up a few weeks ago. I have never had to reset any of them. In addition, you can turn the lights off at the switch and still have them work with your smart home configurations if you want to turn them back on. The downside is the price, as smart bulbs are often found for $10-$15 each, so if you don't need more than 3, the switch is definitely more expensive. In addition, installation is a bit more complicated as you have to wire the switch into the wall, whereas bulbs can just be plugged in as usual. Smart Power Strips: I have the Pivot Power Genius. It is a bit slow and somewhat unreliable. It frequently turns off on its own. It is very inexpensive now, but just a reliable lighting control. I don't recommend this method. I can't compare to other smart outlets, though. In short, this switch is great. It is reliable, relatively easy to install, and not very expensive. If you want smart controls in a fixture with more than 3 bulbs, this is the way to go. If you want smart controls for fixtures with less than 3 bulbs and don't mind the extra cost, this is the way to go. Eventually, I plan on replacing as many smart bulbs as possible with these smart switches because they are much more convenient to use and much more reliable. I would highly recommend this smart switch because it works so well and is less expensive than competitor switches (like Leviton). Awesome product","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Just works,5.0 ,"Installed several of these and everything went smoothly. They are wider than a standard toggle switch, but still fit in all the panels. I even have one triple switch panel and they fit side by side. After installing them, I flipped on the switch, then went to the Z-wave controller and it automatically detected and added the device. No having to mess with tamper switches like other Z-wave devices (which this doesn't have anyways). I know some people were wondering about whether the neutral connection is required. I do have the neutral wires, and it was necessary to connect the neutral before the switch worked. So I cannot comment on if the neutral connection is required if you don't have the neutral wires.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Works with metal switch plate and plastic electrical box in my installation!,5.0 ,"I was hesitant to install this in a 4 gang plastic switch box with a decorative metal switch plate. I was worried that the metal plate would interfere with the signal. However It works perfectly, probably because of the plastic box. The switch is about 20 feet from the Smart Things Hub on the next floor. The response time is about 2 seconds using my smartphone out of range of my local WiFi network, (using 4g phone network) and instantaneous when the phone is connected to my local WiFi. Now that I know this works so well I will be adding several more ""Things"" to my system! It would be a minor but nice improvement when adding devices, if the Smart Things App would pop up a message telling you to tap the device switch to sync, instead of just showing it is searching for devices as the rotating symbol spins around. This is covered in the written instructions but it is easily overlooked.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Installed easy and works well.,5.0 ,"Was a bit apprehensive about this as my first attempt to install a z-wave light control. The instructions were easy to follow but I've basic understanding of electrical wiring and did some basic work at home previously. The unit itself it much larger than a standard light switch. Make sure you have enough space to install this. I had to move some wires around to make this fit but mainly due to the wiring work of the electrician who wired the house. Once installed, setting it up was not difficult. My controller was able to recognize it quickly and everything was up and running in minutes. So nice to be able turn my lights on/off when I'm not physically near the switch. A little bit pricy though.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
"With Alexa, you cannot go wrong.",5.0 ,"This! We just installed Vivint Smart Home Security System and added an Amazon Echo and I love it! All I have to do now is say ""Alexa, Kitchen light on"" and bam...it's on! When I'm done, ""Alexa, Kitchen light off"" and go about my mary little way. May seem lazy right? Not when the builders of your home put the light switch to the kitchen down the hall and about the equivalent of two bedrooms away from the edge of the kitchen (who does that?|!) Now I dont have to run down the hall like zombies are chasing me to turn the kitchen light on when I'm down for a midnight snack. Love it and plan to do my whole house a few at a time! Also, with our Vivint system and Echo, we do NOT need the base for this as it ties directly into Vivint and Alexa access the switch from there.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
"Good, would be great with the inclusion of LED indicator. Great way to automate home lights!!",4.0 ,"The reason I'm giving this 4/5 stars is that pricing should be cheaper being that there isn't much ""tech"" going into the add-on switch. Not only that, but I wish GE incorporated the LED light onto the Add-On switches as well so you can easily locate the switch in a dark room. But let's talk about why it did earn the 4 stars. First of all, they were fairly simple to install, paired easily with my Samsung SmartThings hub (gen 2) and have been working reliably since. I can also easily control the lights through Amazon's Alexa enabled devices, but that's because of interoperability between Alexa and Samsung. Please be sure to check and make sure you have a neutral wire available before ordering this switch or it's counterpart!! Also, I'm not an electrician by any means, but am a self-taught handyman and I believe almost anyone can install this light with the help of Google!","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
it worked like a charm,4.0 ,"I bought this as my first Z-wave light switch to test it out. I have a HomeSeer setup with a Aeotec Z-Stick for the software and controller hardware. First the installation process. In summary, the switch feels very solid and well made. Instructions are very simple and do not explain everything you need to know. I will buy more now that I know what to do. This took me more than a little while to do because the instructions were not very clear. The diagram indicates you only have to connect the hot and line (wire to lights). It shows the ground and neutral as optional. I connected the ground but not the neutral. After trying everything I could think of, I finally gave up and called tech support. The tech informed me that I had to connect the neutral switch for it to work. He explained that I needed to take the little white wire included with the box and connect it to the bundle of white wires in the box. Not explained in the instructions. After that, it worked like a charm. The instructions also don't explain how to initiate pairing. The tech told me to turn the power on and then back off to initiate pairing. It worked on the first try with my Z-stick.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
"Often the gang box isn't deep enough to hold all the wires easily and requires some ""force"" to get everything in place",4.0 ,"Very difficult to fit into multigang boxes. Often the gang box isn't deep enough to hold all the wires easily and requires some ""force"" to get everything in place. If there was a way to make these smaller so they fit into normal gang boxes easier, that would be a major improvement with this device. Functionally they work perfectly. I was able to get SmartThings to control this device very easily upon applying power and even get Amazon Alexa to control it as well. I would like to put more of these in my house but the difficulty of installation has made me double think that.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Pool Light Application/Conversion and Alexa Integration,4.0 ,"Ihave had this installed for about two weeks now. Took a while to convert everything from incandescent to LED and then to this switch. Didn't realize at first I needed neutral wire. Had to run a neutral line to box. I used this outside for my pool light on my swimming pool. Remains to be seen if this can hold up in the Phoenix, AZ summers and not fail. I think it said rated to 104 degrees F. Definitely gets a lot hotter in the summer. Plus, this switch is enclosed in a metal junction box. I never thought the Z wave function would transmit in this metal enclosure, but it does. I also interfaced it with Alexa and Samsung Smarthings. All works well except the dimming function is not accurate. Percentage of dimming on the APP does not correlate well. Perhaps related to the type of LED bulb I have in my pool. Now when I want pool light on I just say, ""Alexa, pool light on or off"" Pretty cool. I have a spa light and also waterfall that are now potential for home automation. This home automation stuff can go on and on. Definitely cool. Converting over incandescent bulbs to LED and then to automation definitely requires some electrical and mechanical skills on your part. You are pushing the envelope and could not have done it without some forums like on Amazon to answer questions and multiple internet inquires to understand limitations and technicalities.But it is fun and keeps my brain engaged. :)","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Just want I wanted!,5.0 ,"They seem to be well manufactured and solid, but do they work? YES! This product is exactly as described. Pay attention to the directions - the directions are very clear. I first purchased two GE 12723 Add-On Switches with one GE Z-Wave Wireless Lighting Control Dimmer Switch in order to test them out before buying them for the entire house. I ran several tests. First, I connected the Controller Dimmer by itself with one incandescent light AND one LED light in a a two-way configuration - Everything worked fine. Then I added one Add-On Switch - so now we have a three-way configuration - Everything worked fine. Then I added the second Add-On Switch - now we have a Four-way configuration - Everything worked fine. In other reading and reviews, I heard that some dimmers have problems with low load on the line - the dimmers would not turn on at all. So, I removed the incandescent light leaving only one 5 watt LED light. Now, you can't get much lower load than that. Happily, the switches worked flawlessly. That's it for the actual review, but here is a little background. In my last home, ten years ago, there were few options for automation. At that time I did a lot of research and decided on Lutron Radio RA (a proprietary system). I have to say, ""That system was solid - expensive, but solid - it never failed"". Needless to say I was very happy with it for over 5 years, until I wanted to add to it. Then I discovered that Lutron discontinued Radio RA and replaced it with Radio RA II which was not downward compatible. So my only options were to replace everything in my house or buy used, if I could find it. I felt that Lutron betrayed there original customers by not supporting the first version. So, on my new home, I have decided to use an open architecture type system and I have decided on zWave. Now I can buy all of the component parts from many companies (hubs, switches, sensors, everything) and I am no longer dependent on a single proprietary company. With Open Architecture, you have more options, more development, more competition, which all leads to more innovation and lower prices. Today, there are aspects of zWave products that need improvement, but it's getting better every day and more and more companies are getting on board. If one company abandons zWave, there are many more out there to choose from.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
My home just got smarter,4.0 ,"As I slowly make my home smarter I needed something to control a ceiling light that has four bulbs. My requirements were pretty simple - I wanted it to fit in the same space as the existing switch and work with my SmartThings hub, and my Amazon Echos. This switch fit the bill. Installation was easy. The switch I replaced didn't use a neutral wire which is required for this switch but the neutral was in the box so I just hooked it up with the included white wire and I was in business. Note, I'm not an electrician but this this really was easy. Works great with all of my other smart home products. I'm now able to just say ""Alexa turn on the bedroom light"" or set up the SmartThings to turn the light on in the morning, etc.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Love installing without a neutral.,5.0 ,"Love love love being able to have a new switch available that doesn't require a neutral. Even though I have a brand new house, there happened to be two switches that didn't have a neutral - so now I'm able to get the rest of my lights and switches automated. Also - before I switched out to my incandescence bulbs, the CFLs flickered like crazy. It's mentioned in the description of the product no CFLs and no LED lights on this switch. I assumed that to mean because of the fact there's always current running through the circuit and those types of bulbs would never fully turn off. CFLs and LEDs do work with the GE switches that require neutrals though...","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Very nice feature. We never have to worry about touching ...,5.0 ,"I use this with the ADT Pulse system to control a light with a camera. We have an outdoor camera that over looks a certain door at our house. Normally we leave the light off, because no one is ever out there. However, I was able to program this successfully to turn on (only at night) when that camera detects motion. It works very quickly, in fact I approached it from several different angles, and each time the light turned on in enough time to get full HD color shot of the person around the door/windows the camera over looks. Once the camera goes 15 mins without detecting motion it turns the light back off. Very nice feature. We never have to worry about touching the light switch either, as I was working on the house, and motion feature tied in to ADT kept the lights on until I left. We also never worry about leaving the light on. Installation was easy but some notes: 1: You must have 3 wires minimum to use this in the switch box. Line (Hot), Load (Black to light), Neutral. 2. If your switch is in line with the light, and the neutral goes from the light back to the breaker box, and not to the switch you cant use this. The Z-Wave needs to stay powered. If your neutral line from your light goes back to the switch you can use this. So if you only have a black wire in to the switch, and black wire away from the switch, but no neutral wire in the switch you will have to either add a neutral, or you cant use it. 3. Easy to install if you know what your doing. I had this installed, and up and running in less than 10 minutes from receiving the package, opening it, to having it up and working.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
"Primary & Add-on Work Great, But Maybe Not With Fluorescent",5.0 ,"I got the primary and the add-on switches to replace a 3-way fluorescent kitchen light. (A 3-way is used where two switches control one light.) All was wonderful for about an hour or so. Then the add-on switch would not turn on the light, and it would turn it off by pressing either the top or the bottom button rather than just the bottom. I turned off the power at the main panel to reset the switches, and all was well again - for about an hour or so. I called tech support. The first question she asked was what kind of light I had connected. She said it would work with CFL bulbs, but possibly not all fluorescent - or maybe I had a bad switch and should replace them. She suggested I try these switches on other lights first. Well, we have wanted to put LED bulbs in the kitchen anyway, so I opted to replace the fluorescent bulbs with LED bulbs and bypass the ballast. When I did this, the switches still did not work correctly. I didn't actually know at this point if the switches were bad originally, or if the ballast in the fluorescent fixture had damaged the switches. The tech support person did not know either. Amazon replaced the switches and now all is well. I love them - they work with Wink - and they work with the Amazon Echo. My original 3-way had three wires: black, white, & red. In the primary switch, I made the black the line, the white the load, and the red the traveler. Of course, you also connect the white wire included with the switch to the neutral. The add-on switch only allows two connections, the included white wire for the neutral and the traveler, which in my case was red. Since the add-on switch does not connect to 120v power, I used a wire nut (not included) to join the black and white together.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
"Primary & Add-on Work Great , But Maybe Not With Fluorescent",5.0 ,"I got the primary and the add-on switches to replace a 3-way fluorescent kitchen light. (A 3-way is used where two switches control one light.) All was wonderful for about an hour or so. Then the add-on switch would not turn on the light, and it would turn it off by pressing either the top or the bottom button rather than just the bottom. I turned off the power at the main panel to reset the switches, and all was well again - for about an hour or so. I called tech support. The first question she asked was what kind of light I had connected. She said it would work with CFL bulbs, but possibly not all fluorescent - or maybe I had a bad switch and should replace them. She suggested I try these switches on other lights first. Well, we have wanted to put LED bulbs in the kitchen anyway, so I opted to replace the fluorescent bulbs with LED bulbs and bypass the ballast. When I did this, the switches still did not work correctly. I didn't actually know at this point if the switches were bad originally, or if the ballast in the fluorescent fixture had damaged the switches. The tech support person did not know either. Amazon replaced the switches and now all is well. I love them - they work with Wink - and they work with the Amazon Echo. My original 3-way had three wires: black, white, & red. In the primary switch, I made the black the line, the white the load, and the red the traveler. Of course, you also connect the white wire included with the switch to the neutral. The add-on switch only allows two connections, the included white wire for the neutral and the traveler, which in my case was red. Since the add-on switch does not connect to 120v power, I used a wire nut (not included) to join the black and white together.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
"Easy install, but big box and bright blue light.",4.0 ,"Installation is simple, if you know how to turn off your circuit breaker and have a screwdriver, you can do it yourself. One downside to this unit is that behind the face is a large box containing the electronics. If you have an older home with small electrical boxes, or if your electrical box is crowded with other outlets and too much extra wiring, it can be a bit of a challenge to fit. Of course you can take this opp if you have an older home with small electrical boxes, or if your electrical box is crowded with other outlets and too much extra wiring, it can be a bit of a challenge to fit opportunity to do some organization of the wiring, trimming excess, etc. another downside to this unit is that there is a blue light on the front that is quite bright. Depending on your installation location and particular use, that light may create an unexpected point of focus for something that should be as unobtrusive as a power outlet. Still, this is a good unit and the installation is easy.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Great for non-dimmable under-cabinet LED lights,5.0 ,"I use these with my Samsung SmartThings hub. They paired right up. In our kitchen, we have these under-cabinet LED strips that plug into an outlet, so I used these outlets to control the LED lights. I didn't need dimming control because the LED strips aren't dimmable anyway. One of the two outlets is controlled by Z-Wave and the other one is always on. I hadn't realized before, but there's a button in between the outlets, which you can use to manually switch power to the Z-Wave outlet. This is always good when whatever smart lighting program I've set isn't working for some reason and my wife just wants the damn light to come on. (This hasn't actually happened to me yet, but I know I would get an earful were it to happen and there weren't a manual switch I've already told her about.) Since these nodes of your home automation network are powered, they extend your mesh network. I had an outdoor Z-Wave switch in my garage that the network was not reaching until I installed these outlets in the kitchen, at which point everything connected up fine.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Best Z-Wave switch...,5.0 ,"I am new to home automation and recently started working on home automation, one thing at a time. I bought a used switch from Amazon warehouse and it works perfectly. I have it connected to my Samsung Smartthings. The Smartthings recognized the switch within a minute and is working flawlessly since. I use it to control a light and the existing switch was installed without a neutral connection. I was real confused as to where to find a neutral connection but after a little search I found all the neutral ( white ) wires are all spindles together and is kept in the back of the box. Installed the supplied white wire on the switch and added it to other white wires and all problems solved. I bought another one and installed it today. Both are working good and I am really liking home automation now. It's real easy to install but please shut off the breaker before trying any electrical system updates.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Love the zwave products,4.0 ,"Love the zwave products. Instruction is not that clear on how to install the switch. After spending 10 minutes searching the web for hints and tips, found useful information to install the switching and the color coding of the wire. After the switch installed, I spent the next three days (mostly in the evening after work) to try to get the switch registered with the smartthings hub. Not much instruction nor anything on the switch to tell me what is going on. Would be nice if there is somekind of light as inidicator that it is alive and sending signal or failing sending out signal. After trying random things based on some instructions found on the web, manage to get the switch registerd with the controller. I still don't know what I did that register it, just lucky I guess... There are a few more switches that I want to convert over to zWave, however due to the hard time configurating this one. causes me to pause on the next purchase.","GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
Pairs and works flawlessly!,5.0 ,I love these switches. Ya they are a little expensive but they work great. Pairs very easily with my smartthings hub 2. I didn't think I would add so many things to my hub but I've got at least 30 things on it now with at least 12 routines and different smart apps and everything with these switches are working great. I've never need to rental them or anything. They are bigger than your normal switch but with a little squishing they have fit into all of my gang boxes. My house was made in 1969 if thats any reference to anyone. You do need a neutral wire connect for these switches to work. If there isn't already a neutral wire in your gang box there is one that come with the switch. I have these switches connected to 6 led's on one witch all the way to just one led light bulb on another switch and I haven't had any problems with buzzing or not working right! Its expensive but its worked perfect for me. Ill keep buying them!!,"GE Z-Wave Wireless Smart Lighting Control Duplex Receptacle Outlet, On/Off, In-Wall, White, Works with Amazon Alexa, 12721",B0013V1SRY
